,Image,Classification,DateTime,Latitude,Longitude,Altitude
15,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_3956.HEIC,Motorcycle Taxis,05/06/2023 7:14,10.77041944,106.7009056,10.45576369
16,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_3959.HEIC,Motorcycle Taxis,05/06/2023 7:15,10.77059167,106.7010889,10.51638729
17,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_3965.HEIC,Motorcycle Taxis,05/06/2023 7:16,10.77031111,106.7014833,8.782070659
18,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4024.HEIC,Motorcycle Taxis,05/06/2023 9:07,10.76974722,106.7003333,11.61708249
19,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4040.HEIC,Motorcycle Taxis,05/06/2023 9:09,10.77061111,106.7011333,11.46880627
20,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4041.HEIC,Motorcycle Taxis,05/06/2023 9:09,10.77061111,106.7013694,11.21773897
21,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4069.HEIC,Motorcycle Taxis,05/06/2023 9:13,10.76876667,106.7015444,9.636377508
22,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4070.HEIC,Motorcycle Taxis,05/06/2023 9:13,10.76870556,106.7014778,10.36175741
23,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4073.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.768525,106.7013028,9.716380182
24,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4074.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.768475,106.7012417,10.34037855
25,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4075.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.76845556,106.7011861,10.11525183
26,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4079.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.76825833,106.7009667,9.252496556
27,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4080.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.76818889,106.7009056,9.64798037
28,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4081.HEIC,Motorcycle Taxis,05/06/2023 9:14,10.76818056,106.7008972,9.906283119
29,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4084.HEIC,Motorcycle Taxis,05/06/2023 9:15,10.76830833,106.7005778,9.726630964
30,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4085.HEIC,Motorcycle Taxis,05/06/2023 9:15,10.76836667,106.7005389,9.983410673
31,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4092.HEIC,Motorcycle Taxis,05/06/2023 9:16,10.76880556,106.7002556,10.79131101
32,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4100.HEIC,Motorcycle Taxis,05/06/2023 9:17,10.7693,106.6999444,10.64505246
33,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4101.HEIC,Motorcycle Taxis,05/06/2023 9:17,10.76930556,106.6999444,10.60870285
34,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4111.HEIC,Motorcycle Taxis,05/06/2023 10:51,10.76947222,106.7000806,11.58381223
35,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4113.HEIC,Motorcycle Taxis,05/06/2023 10:52,10.76955,106.7000278,10.886682
36,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4114.HEIC,Motorcycle Taxis,05/06/2023 10:52,10.76955833,106.7000667,10.63619711
37,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4117.HEIC,Motorcycle Taxis,05/06/2023 10:52,10.76968333,106.70025,10.99855439
38,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4119.HEIC,Motorcycle Taxis,05/06/2023 10:52,10.7698,106.700325,10.61495232
39,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4121.HEIC,Motorcycle Taxis,05/06/2023 10:53,10.76985278,106.7003861,11.04530963
40,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4129.HEIC,Motorcycle Taxis,05/06/2023 10:53,10.77026667,106.700775,10.69131198
41,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4138.HEIC,Motorcycle Taxis,05/06/2023 10:55,10.77061944,106.701125,11.3318865
42,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4157.HEIC,Motorcycle Taxis,05/06/2023 10:57,10.76945556,106.70185,11.38426184
43,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4161.HEIC,Motorcycle Taxis,05/06/2023 10:57,10.76928333,106.7019417,10.45905447
44,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4163.HEIC,Motorcycle Taxis,05/06/2023 10:58,10.76908611,106.701875,9.698568762
45,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4164.HEIC,Motorcycle Taxis,05/06/2023 10:58,10.76903889,106.7018889,10.05612017
46,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4168.HEIC,Motorcycle Taxis,05/06/2023 10:58,10.76887778,106.7016972,10.66315789
47,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4172.HEIC,Motorcycle Taxis,05/06/2023 10:59,10.76865,106.7015,10.27322279
48,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4173.HEIC,Motorcycle Taxis,05/06/2023 10:59,10.76858333,106.7014472,9.978897415
49,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4174.HEIC,Motorcycle Taxis,05/06/2023 10:59,10.76858056,106.7014389,10.65080483
50,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4177.HEIC,Motorcycle Taxis,05/06/2023 10:59,10.76846667,106.7012861,10.97176924
51,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4178.HEIC,Motorcycle Taxis,05/06/2023 10:59,10.76843611,106.7012417,10.23038982
52,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4188.HEIC,Motorcycle Taxis,05/06/2023 11:06,10.76824722,106.7005833,11.68264413
53,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4272.HEIC,Motorcycle Taxis,05/06/2023 13:30,10.76908333,106.70185,11.34738438
54,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4273.HEIC,Motorcycle Taxis,05/06/2023 13:30,10.76903056,106.7018667,10.8684032
55,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4274.HEIC,Motorcycle Taxis,05/06/2023 13:30,10.76899722,106.7018194,10.39362717
56,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4275.HEIC,Motorcycle Taxis,05/06/2023 13:30,10.76895833,106.7017833,10.96057902
57,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4289.HEIC,Motorcycle Taxis,05/06/2023 13:31,10.76854444,106.7013778,10.87424734
58,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4290.HEIC,Motorcycle Taxis,05/06/2023 13:31,10.76848333,106.701325,9.723279649
59,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4291.HEIC,Motorcycle Taxis,05/06/2023 13:31,10.76843056,106.7012639,9.591209173
60,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4292.HEIC,Motorcycle Taxis,05/06/2023 13:31,10.76840556,106.701225,9.873440285
61,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4296.HEIC,Motorcycle Taxis,05/06/2023 13:32,10.76826111,106.7009972,10.318445
62,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4298.HEIC,Motorcycle Taxis,05/06/2023 13:32,10.76826389,106.7009722,10.7372664
63,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4374.HEIC,Motorcycle Taxis,05/06/2023 15:24,10.769,106.7018806,9.105102996
64,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4375.HEIC,Motorcycle Taxis,05/06/2023 15:24,10.76897222,106.7017889,9.414864529
65,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4376.HEIC,Motorcycle Taxis,05/06/2023 15:24,10.76894444,106.7017583,9.3392864
66,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4377.HEIC,Motorcycle Taxis,05/06/2023 15:24,10.76887778,106.7016972,9.041040592
67,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4386.HEIC,Motorcycle Taxis,05/06/2023 15:25,10.7685,106.7013556,9.67297813
68,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4387.HEIC,Motorcycle Taxis,05/06/2023 15:25,10.76845556,106.7012944,9.427530017
69,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4389.HEIC,Motorcycle Taxis,05/06/2023 15:25,10.76843333,106.7012417,10.22079763
70,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4390.HEIC,Motorcycle Taxis,05/06/2023 15:25,10.76838333,106.7011861,10.15817797
71,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4395.HEIC,Motorcycle Taxis,05/06/2023 15:26,10.76813611,106.7009111,9.593566459
72,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4396.HEIC,Motorcycle Taxis,05/06/2023 15:26,10.76810833,106.7008833,9.818326948
73,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4399.HEIC,Motorcycle Taxis,05/06/2023 15:26,10.76823333,106.7005528,10.4895167
74,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4401.HEIC,Motorcycle Taxis,05/06/2023 15:26,10.76835278,106.7004861,9.785351345
75,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4402.HEIC,Motorcycle Taxis,05/06/2023 15:27,10.76836389,106.7004917,10.05933931
76,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4406.HEIC,Motorcycle Taxis,05/06/2023 15:27,10.76863056,106.7003333,10.01739484
77,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4407.HEIC,Motorcycle Taxis,05/06/2023 15:27,10.768675,106.7003167,10.0837018
78,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4409.HEIC,Motorcycle Taxis,05/06/2023 15:27,10.76874444,106.7002722,10.44753743
79,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4418.HEIC,Motorcycle Taxis,05/06/2023 15:28,10.76913056,106.7000667,10.61358353
80,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4423.HEIC,Motorcycle Taxis,05/06/2023 15:28,10.76929444,106.6999361,10.89414516
81,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4424.HEIC,Motorcycle Taxis,05/06/2023 15:28,10.7693,106.6999278,10.81229108
82,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4445.HEIC,Motorcycle Taxis,05/06/2023 17:11,10.76943889,106.6999194,18.64066648
83,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4446.HEIC,Motorcycle Taxis,05/06/2023 17:11,10.76949444,106.6999583,18.65409427
84,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4447.HEIC,Motorcycle Taxis,05/06/2023 17:11,10.76955,106.7000583,19.46793703
85,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4450.HEIC,Motorcycle Taxis,05/06/2023 17:11,10.76965278,106.7001944,10.76320723
86,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4457.HEIC,Motorcycle Taxis,05/06/2023 17:12,10.77001389,106.7005389,10.73679082
87,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4462.HEIC,Motorcycle Taxis,05/06/2023 17:12,10.77021389,106.7007361,10.95538796
88,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4463.HEIC,Motorcycle Taxis,05/06/2023 17:12,10.77024722,106.7007444,12.00797939
89,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4464.HEIC,Motorcycle Taxis,05/06/2023 17:12,10.77029722,106.700775,11.18953407
90,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4467.HEIC,Motorcycle Taxis,05/06/2023 17:13,10.77035556,106.7008528,10.51139456
91,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4468.HEIC,Motorcycle Taxis,05/06/2023 17:13,10.77039444,106.7009056,9.886750936
92,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4471.HEIC,Motorcycle Taxis,05/06/2023 17:13,10.7705,106.7010417,10.06243249
93,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4498.HEIC,Motorcycle Taxis,05/06/2023 17:17,10.76908611,106.7020417,9.372830484
94,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4499.HEIC,Motorcycle Taxis,05/06/2023 17:17,10.76903611,106.7019278,10.26566714
95,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4514.HEIC,Motorcycle Taxis,05/06/2023 17:18,10.76844444,106.7013472,9.950846092
96,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4515.HEIC,Motorcycle Taxis,05/06/2023 17:18,10.768425,106.7012417,9.78210672
97,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4581.HEIC,Motorcycle Taxis,05/06/2023 19:25,10.76966667,106.70015,11.11223347
98,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4582.HEIC,Motorcycle Taxis,05/06/2023 19:25,10.76970556,106.7001944,10.46438398
99,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4590.HEIC,Motorcycle Taxis,05/06/2023 19:26,10.77001944,106.7005528,10.70505357
100,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4593.HEIC,Motorcycle Taxis,05/06/2023 19:26,10.77019444,106.7007306,11.17401145
101,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4596.HEIC,Motorcycle Taxis,05/06/2023 19:26,10.77029444,106.7008222,10.74206476
102,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4606.HEIC,Motorcycle Taxis,05/06/2023 19:28,10.77055,106.701425,11.10918034
103,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4612.HEIC,Motorcycle Taxis,05/06/2023 19:29,10.77010278,106.7016056,11.27974305
104,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4613.HEIC,Motorcycle Taxis,05/06/2023 19:29,10.77008889,106.7016056,11.4596074
105,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4625.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76906389,106.7018889,9.327761878
106,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4626.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.769025,106.7019056,9.43233817
107,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4627.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.769025,106.7019056,9.864154228
108,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4628.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76896667,106.7018444,10.17307409
109,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4629.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76895833,106.7018056,10.3031032
110,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4630.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76891389,106.7017889,10.81465358
111,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4631.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76888333,106.7017528,9.937534806
112,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4632.HEIC,Motorcycle Taxis,05/06/2023 19:31,10.76885556,106.7017222,10.12460938
113,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4637.HEIC,Motorcycle Taxis,05/06/2023 19:32,10.768575,106.7014528,10.55202402
114,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4638.HEIC,Motorcycle Taxis,05/06/2023 19:32,10.76852222,106.7013944,10.84260718
115,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4639.HEIC,Motorcycle Taxis,05/06/2023 19:32,10.76846667,106.7013167,10.17566757
116,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4643.HEIC,Motorcycle Taxis,05/06/2023 19:33,10.76828889,106.7010278,9.883406476
117,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4644.HEIC,Motorcycle Taxis,05/06/2023 19:33,10.76821667,106.7009722,8.989701387
118,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4645.HEIC,Motorcycle Taxis,05/06/2023 19:33,10.76818056,106.7009111,9.690995542
119,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4646.HEIC,Motorcycle Taxis,05/06/2023 19:33,10.76816667,106.7009056,10.09007789
120,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4647.HEIC,Motorcycle Taxis,05/06/2023 19:34,10.76799722,106.7007361,10.7068901
121,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4648.HEIC,Motorcycle Taxis,05/06/2023 19:34,10.76811667,106.7006917,10.15808477
122,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4649.HEIC,Motorcycle Taxis,05/06/2023 19:34,10.768175,106.7006694,10.4311095
123,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4699.HEIC,Motorcycle Taxis,05/06/2023 21:32,10.76999722,106.7004917,10.33558279
124,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4703.HEIC,Motorcycle Taxis,05/06/2023 21:32,10.77020278,106.7007306,10.8616739
125,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4705.HEIC,Motorcycle Taxis,05/06/2023 21:33,10.77033056,106.7007972,10.65205323
126,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4707.HEIC,Motorcycle Taxis,05/06/2023 21:33,10.77034167,106.7008583,10.57664264
127,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4713.HEIC,Motorcycle Taxis,05/06/2023 21:34,10.77052778,106.7014389,10.87924205
128,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4728.HEIC,Motorcycle Taxis,05/06/2023 21:37,10.76959167,106.7018056,9.677823021
129,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4729.HEIC,Motorcycle Taxis,05/06/2023 21:37,10.769525,106.7018194,10.20852234
130,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4733.HEIC,Motorcycle Taxis,05/06/2023 21:37,10.76933056,106.7019111,10.03958488
131,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\1. Motorcycle Taxis\IMG_4734.HEIC,Motorcycle Taxis,05/06/2023 21:37,10.769325,106.7019722,9.899302541
132,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_3895.HEIC,Shop Spillover,05/06/2023 5:06,10.7706,106.7011333,9.288942121
133,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_3940.HEIC,Shop Spillover,05/06/2023 7:12,10.769575,106.7001194,18.09507322
134,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_4400.HEIC,Shop Spillover,05/06/2023 15:26,10.76833056,106.7005,9.3635952
135,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_4447.HEIC,Shop Spillover,05/06/2023 17:11,10.76955,106.7000583,19.46793703
136,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_4450.HEIC,Shop Spillover,05/06/2023 17:11,10.76965278,106.7001944,10.76320723
137,c:\Users\HP\Documents\PhilSA\road-classification\01 Road Use Classification\2. Shop Spillover\IMG_4579.HEIC,Shop Spillover,05/06/2023 19:24,10.76953889,106.6999972,18.05613282
